no,no_bam,situs,poktan,desa,bast
218,676,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105062/empty,Deleng Mbelteng,Lau Baleng,10325000
219,677,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105063/empty,Lau Melas,Lau Baleng,10030000
220,678,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105064/empty,Bunga,Lau Baleng,10620000
221,679,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105065/empty,Maduma Tani,Lau Baleng,11210000
222,680,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105066/empty,Ukur Meriah,Lau Baleng,10620000
223,681,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105068/empty,Juma Tenggiring,Lau Baleng,10030000
224,682,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105069/empty,Holong Mangalop Holong,Lau Baleng,10325000
225,683,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105070/empty,Sabah Jarulo,Lau Baleng,9440000
226,684,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105071/empty,Lau Pemuluten,Lau Baleng,10030000
227,685,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105072/empty,Parbato,Lau Baleng,9735000
228,686,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105073/empty,Tunas Baru,Lau Baleng,10325000
229,687,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105074/empty,Lau Diher,Lau Baleng,7375000
230,688,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105075/empty,Sepakat,Lau Baleng,10030000
231,689,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105077/empty,Horas Martani,Lau Baleng,7670000
232,690,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105078/empty,Jarulo,Lau Baleng,8260000
233,691,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105079/empty,Butuh Pupuk,Lau Baleng,7965000
234,692,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105080/empty,Sangap Encari,Lau Baleng,7080000
235,693,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105081/empty,Sangapta Tani,Lau Baleng,7670000
