no,image,situs,poktan,desa,bast,total,tanggal,ongkir
282,740/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105136/empty,Kuta Bangun,Payung,5900000,6620000,13-11-2023,720000
283,741/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105137/empty,Tebing Pringgan,Payung,7670000,8606000,13-11-2023,936000
284,742/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105138/empty,Juma Mbacang,Payung,7670000,8606000,13-11-2023,936000
285,743/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105139/empty,Sangapta Ras,Payung,5900000,6620000,13-11-2023,720000
286,744/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105140/empty,Mentari Pagi,Payung,8850000,9930000,13-11-2023,1080000
287,745/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105141/empty,Payung Simalem,Payung,5900000,6620000,13-11-2023,720000
288,746/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105142/empty,Anugrah Jaya,Payung,6490000,7282000,13-11-2023,792000
289,747/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105143/empty,Mandiri,Payung,7080000,7944000,13-11-2023,864000
290,748/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105144/empty,Ersada Arih,Payung,7965000,8937000,13-11-2023,972000
291,749/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105145/empty,Sisampat Sampaten,Payung,7080000,7944000,13-11-2023,864000
292,750/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105146/empty,Sumber Sepakat,Payung,5900000,6620000,13-11-2023,720000
293,751/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105147/empty,Lau Ndehara,Payung,5900000,6620000,13-11-2023,720000
294,752/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105148/empty,Tani Makmur,Payung,7080000,7944000,13-11-2023,864000
295,753/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105149/empty,Karya Bersama,Payung,6490000,7282000,13-11-2023,792000
296,754/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105150/empty,Sada Nioga,Payung,5900000,6620000,13-11-2023,720000
297,755/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105151/empty,Buah Kitik,Batukarang,5900000,6620000,13-11-2023,720000
298,756/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105153/empty,Lau Buluh,Batukarang,5900000,6620000,13-11-2023,720000
299,757/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105154/empty,Gempul Area,Batukarang,5900000,6620000,13-11-2023,720000
300,758/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105155/empty,Kepariung,Batukarang,6490000,7282000,13-11-2023,792000
301,759/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105156/empty,Tambak Lau Bengkuang,Batukarang,5900000,6620000,13-11-2023,720000
302,760/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105157/empty,Juma Rih Simalem,Batukarang,6490000,7282000,13-11-2023,792000
303,761/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105158/empty,Juma Rih II,Batukarang,5900000,6620000,13-11-2023,720000
304,762/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105159/empty,Singgahmata,Batukarang,6490000,7282000,13-11-2023,792000
305,763/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105160/empty,Tampe Cinah,Batukarang,6490000,7282000,13-11-2023,792000
306,764/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105161/empty,Tampe Cinah II,Batukarang,6490000,7282000,13-11-2023,792000
307,765/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105162/empty,Lau Paya,Batukarang,6490000,7282000,13-11-2023,792000
308,766/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105163/empty,Lau Paya II,Batukarang,6490000,7282000,13-11-2023,792000
309,767/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105164/empty,Lau Pinang,Batukarang,6490000,7282000,13-11-2023,792000
310,768/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105165/empty,Tembusuh,Batukarang,6490000,7282000,13-11-2023,792000
311,769/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105166/empty,Uruk Saribu,Batukarang,5900000,6620000,13-11-2023,720000
312,770/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105167/empty,Tingkat-Tingkat,Batukarang,5900000,6620000,13-11-2023,720000
313,771/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105168/empty,Dalan Kutiga,Batukarang,5900000,6620000,13-11-2023,720000
314,772/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105169/empty,Kite Buah,Batukarang,6490000,7282000,13-11-2023,792000
315,773/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105170/empty,Kite Buah II,Batukarang,5900000,6620000,13-11-2023,720000
316,774/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105171/empty,Barong Mbertik,Batukarang,6490000,7282000,13-11-2023,792000
317,775/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105172/empty,Uruk Pendedahen,Batukarang,6490000,7282000,13-11-2023,792000
318,776/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105173/empty,Kubang Lancing,Batukarang,5900000,6620000,13-11-2023,720000
319,777/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105174/empty,Gajah Kuning,Cimbang,5900000,6620000,13-11-2023,720000
320,778/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105175/empty,Si Ikur-ikur,Cimbang,5900000,6620000,13-11-2023,720000
321,779/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105177/empty,Kasumpat,Cimbang,6195000,6951000,13-11-2023,756000
322,780/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105178/empty,Gamber-gamber,Cimbang,6490000,7282000,13-11-2023,792000
323,781/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105179/empty,Lompaten,Ujung Payung,5900000,6620000,13-11-2023,720000
324,782/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105180/empty,Kuta Bangun,Ujung Payung,6490000,7282000,13-11-2023,792000
325,783/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105181/empty,Panggong,Ujung Payung,5900000,6620000,13-11-2023,720000
326,784/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105182/empty,Lepar,Ujung Payung,5900000,6620000,13-11-2023,720000
327,785/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105183/empty,Pasar Pinter,Gurukinayan,4425000,4965000,13-11-2023,540000
328,786/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105184/empty,Bakal Buhara,Gurukinayan,4130000,4634000,13-11-2023,504000
329,787/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105185/empty,Mbiar Rutang,Gurukinayan,3540000,3972000,13-11-2023,432000
330,788/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105186/empty,Sepinggan,Gurukinayan,4425000,4965000,13-11-2023,540000
331,789/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105187/empty,Jeruk Malem,Gurukinayan,4720000,5296000,13-11-2023,576000
332,790/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105188/empty,Siberteng,Gurukinayan,4425000,4965000,13-11-2023,540000
333,791/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105189/empty,Pegegen 1,Gurukinayan,5310000,5958000,13-11-2023,648000
334,792/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105190/empty,Buluh Lubang,Gurubenua,4425000,4965000,08-11-2023,540000
335,793/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105191/empty,Lau Ngecih,Gurubenua,4425000,4965000,08-11-2023,540000
336,794/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105193/empty,Perjalangen,Gurubenua,4425000,4965000,08-11-2023,540000
337,795/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105194/empty,Juma Ndelkih,Gurubenua,4425000,4965000,08-11-2023,540000
338,796/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105195/empty,Perjalangen Kawat,Gurubenua,4425000,4965000,08-11-2023,540000
339,797/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105196/empty,Perjalangen Kaban Tua,Gurubenua,4425000,4965000,08-11-2023,540000
340,798/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105197/empty,Perjalangen Kitik,Gurubenua,4425000,4965000,08-11-2023,540000
341,799/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105198/empty,Ujung Suka I,Gurubenua,4425000,4965000,08-11-2023,540000
342,800/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105199/empty,Ujung Suka II,Gurubenua,4425000,4965000,08-11-2023,540000
343,801/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105200/empty,Tiga Bum-bum,Gurubenua,4425000,4965000,08-11-2023,540000
344,802/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105201/empty,Juma Paku,Gurubenua,4425000,4965000,08-11-2023,540000
345,803/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105202/empty,Juma Nangka,Gurubenua,4425000,4965000,08-11-2023,540000
346,804/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105203/empty,Tambal,Gurubenua,4425000,4965000,08-11-2023,540000
347,805/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105204/empty,Tambak Mbelang,Gurubenua,4425000,4965000,08-11-2023,540000
348,806/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105205/empty,Taneh Gara,Gurubenua,8850000,9930000,08-11-2023,1080000
349,807/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105206/empty,Pola Macem,Gurubenua,8850000,9930000,08-11-2023,1080000
350,808/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105207/empty,Rukun Tani,Sarimunte,7375000,8275000,08-11-2023,900000
351,809/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105208/empty,Arih Ersada,Sarimunte,5900000,6620000,08-11-2023,720000
352,810/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105209/empty,Lanogan,Sarimunte,5900000,6620000,08-11-2023,720000
353,811/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105210/empty,Cingkam,Sarimunte,6490000,7282000,08-11-2023,792000
354,812/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105211/empty,Nanggok Si Page Mbuah,Sarimunte,6490000,7282000,08-11-2023,792000
355,813/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105212/empty,Kendit,Sarimunte,8850000,9930000,08-11-2023,1080000
356,814/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105213/empty,Petani Jaya,Sarimunte,7080000,7944000,08-11-2023,864000
357,815/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105214/empty,Simulih Karaben,Sarimunte,7080000,7944000,08-11-2023,864000
358,816/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105215/empty,Sada Perarih,Sarimunte,6490000,7282000,08-11-2023,792000
359,817/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105216/empty,Sangap Encari,Sarimunte,5900000,6620000,08-11-2023,720000
360,818/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105217/empty,Juma La Erbaleng,Sarimunte,6490000,7282000,08-11-2023,792000
361,819/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105218/empty,Cantik Merah,Sarimunte,6490000,7282000,08-11-2023,792000
362,820/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105219/empty,Sipuhu-Puhu,Sarimunte,5900000,6620000,08-11-2023,720000
363,821/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105220/empty,Paya Lancing II,Kutambaru,6490000,7282000,08-11-2023,792000
364,822/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105221/empty,Taling babo,Kutambaru,7080000,7944000,08-11-2023,864000
365,823/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105222/empty,Gumbelin,Kutambaru,5900000,6620000,08-11-2023,720000
366,824/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105223/empty,Paya Lancing I,Kutambaru,6195000,6951000,08-11-2023,756000
367,825/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105224/empty,Binara 2,Kutambaru,6490000,7282000,08-11-2023,792000
368,826/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105225/empty,Termurmur,Kutambaru,6785000,7613000,08-11-2023,828000
369,827/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105226/empty,Ora Et Labora,Kutambaru,7080000,7944000,08-11-2023,864000
370,828/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105227/empty,Jumanta Ras,Kutambaru,7375000,8275000,08-11-2023,900000
371,829/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105228/empty,Paya Mbelang,Tanjung Beringin,7080000,7944000,08-11-2023,864000
372,830/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105230/empty,Mandah Binara,Tanjung Beringin,7375000,8275000,08-11-2023,900000
373,831/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105231/empty,Kerangen Tabu,Tanjung Beringin,7670000,8606000,08-11-2023,936000
374,832/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105232/empty,Mandah,Munte,7375000,8275000,08-11-2023,900000
375,833/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105234/empty,Pestap,Munte,7375000,8275000,08-11-2023,900000
376,834/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105235/empty,Beringin Jaya,Munte,7375000,8275000,08-11-2023,900000
377,835/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105237/empty,SMP,Munte,7375000,8275000,08-11-2023,900000
378,836/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105238/empty,Nangka 2,Munte,7375000,8275000,08-11-2023,900000
379,837/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105239/empty,Bunga Ncuri,Munte,7375000,8275000,08-11-2023,900000
380,838/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105240/empty,Lau Sekalak,Munte,7375000,8275000,08-11-2023,900000
381,839/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105241/empty,Buah Kitik,Barung Kersap,7375000,8275000,08-11-2023,900000
382,840/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105242/empty,Kenjahe I,Barung Kersap,7375000,8275000,08-11-2023,900000
383,841/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105243/empty,Cekdam,Barung Kersap,7375000,8275000,08-11-2023,900000
384,842/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105244/empty,Tanjung Meger,Barung Kersap,7375000,8275000,08-11-2023,900000
385,843/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105245/empty,Panggung Baru I,Barung Kersap,7375000,8275000,08-11-2023,900000
386,844/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105246/empty,Talun Bengkala,Biaknampe,5900000,6620000,08-11-2023,720000
387,845/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105247/empty,Rakit Lau Serundi,Biaknampe,7080000,7944000,08-11-2023,864000
388,846/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105248/empty,Juma Lepar,Kaban Tua,5900000,6620000,08-11-2023,720000
389,847/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105251/empty,Sabah Jahe,Kaban Tua,5900000,6620000,08-11-2023,720000
390,848/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105252/empty,Sabah Kendit,Kaban Tua,7670000,8606000,08-11-2023,936000
391,849/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105253/empty,Simpang Telu,Kaban Tua,6490000,7282000,08-11-2023,792000
392,850/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105254/empty,Lau Ersabung,Kaban Tua,6195000,6951000,08-11-2023,756000
393,851/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105255/empty,Baluren Tengah,Kaban Tua,7080000,7944000,08-11-2023,864000
394,852/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105256/empty,Arih Ersada,Gunung Saribu,7375000,8275000,08-11-2023,900000
395,853/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105257/empty,Kekelengen,Gunung Saribu,7375000,8275000,08-11-2023,900000
396,854/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105258/empty,Sue Arih,Gunung Saribu,12390000,13902000,08-11-2023,1512000
397,855/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105260/empty,Rengo,Gunung Saribu,13570000,15226000,08-11-2023,1656000
398,856/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105261/empty,Maju Bersama,Gunung Saribu,10325000,11585000,08-11-2023,1260000
399,857/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105262/empty,Busuh,Gunung Saribu,5900000,6620000,08-11-2023,720000
400,858/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105263/empty,Baluren,Kuta Gerat,7670000,8606000,08-11-2023,936000
401,859/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105264/empty,Tambal,Kuta Gerat,7080000,7944000,08-11-2023,864000
402,860/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105265/empty,Buluh Kandang,Sukarame,7375000,8275000,08-11-2023,900000
403,861/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105266/empty,Lau Tuba,Sukarame,5900000,6620000,08-11-2023,720000
404,862/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105267/empty,Berneh Mbagas,Singgamanik,5900000,6620000,08-11-2023,720000
405,863/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105269/empty,Jambu,Singgamanik,6490000,7282000,08-11-2023,792000
406,864/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105270/empty,Parik Deras,Singgamanik,5900000,6620000,08-11-2023,720000
407,865/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105271/empty,Genting,Singgamanik,5900000,6620000,08-11-2023,720000
408,866/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105272/empty,Kuta tengah,Pertumbungen,7375000,8275000,08-11-2023,900000
409,867/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105273/empty,Jumanta Ras,Pertumbungen,7080000,7944000,08-11-2023,864000
410,868/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105274/empty,Lau Bengkuang,Pertumbungen,7375000,8275000,08-11-2023,900000
411,869/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105275/empty,Batu Jagat,Pertumbungen,5900000,6620000,08-11-2023,720000
412,870/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105276/empty,Rimo Mukur,Pertumbungen,8850000,9930000,08-11-2023,1080000
413,871/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105277/empty,Juma Lepat,Pertumbungen,7375000,8275000,08-11-2023,900000
414,872/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105278/empty,Sabah Bursak,Buluhnaman,5900000,6620000,08-11-2023,720000
415,873/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105279/empty,Juma Ampeng,Buluhnaman,5900000,6620000,08-11-2023,720000
416,874/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105280/empty,Sabah Kenjahe,Buluhnaman,5900000,6620000,08-11-2023,720000
417,875/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105281/empty,Sabah Tamale,Buluhnaman,5900000,6620000,08-11-2023,720000
418,876/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105282/empty,Tanjong Bunga,Selakkar,5900000,6620000,08-11-2023,720000
419,877/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105283/empty,Lau Pola Pola,Selakkar,6490000,7282000,08-11-2023,792000
420,878/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105284/empty,Paya Tabu,Selakkar,5900000,6620000,08-11-2023,720000
421,879/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105285/empty,Tanjung Besi,Selakkar,6785000,7613000,08-11-2023,828000
422,880/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105286/empty,Juma Kuta Suah,Kuta Suah,8850000,9930000,08-11-2023,1080000
423,881/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105287/empty,Juma Kerangen,Kuta Suah,10030000,11254000,08-11-2023,1224000
424,882/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105288/empty,Lau Rengit,Nageri,7375000,8275000,08-11-2023,900000
