no,no_bam,situs,poktan,desa
92,92/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75158/empty,Pontianak Ulak,Penyasawan
93,93/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75159/empty,Pulai Tarandam,Ranah Baru
94,94/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75160/empty,Golam,Ranah Baru
95,95/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75161/empty,Simpang Kubu I,Simpang Kubu
96,96/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75162/empty,Simpang Kubu II,Simpang Kubu
97,97/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75163/empty,Hayati,Simpang Kubu
98,98/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75164/empty,Sumber Kemajuan,Air Tiris
99,99/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75165/empty,Popah,Tanjung Berulak
100,100/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75166/empty,Binjai,Naumbai
101,101/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75167/empty,Ate Bukik,Naumbai
102,102/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75168/empty,Kampar Kering,Batu Belah
103,103/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75169/empty,Bonca Pulai,Bukit Ranah
104,104/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75170/empty,Harapan Maju,Sungai Geringging
105,105/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75171/empty,Tunas Harapan,Sungai Geringging
106,106/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75172/empty,Tani Makmur,Sungai Geringging
107,107/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75173/empty,Mekar Sari,Sungai Geringging
108,108/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75174/empty,Umban Sari,Sungai Geringging
109,109/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75175/empty,Bonca Pulai,Pulau
110,110/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75176/empty,Langgam,Pulau
111,111/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75177/empty,Bonca Perigi,Pulau
112,112/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75178/empty,Daek Pawuo,Pulau
113,113/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75179/empty,Takbau I,Binuang
114,114/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75180/empty,Takbau II,Binuang
115,115/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75181/empty,Takbau III,Binuang
116,116/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75182/empty,Buyau I,Binuang
117,117/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75183/empty,Buyau II,Binuang
118,118/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75184/empty,Buyau III,Binuang
119,119/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75185/empty,Sawah Domo,Pasir Sialang
120,120/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75186/empty,Anggun Anggun,Pasir Sialang
121,121/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75187/empty,Karya Bakti,Pasir Sialang
122,122/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75188/empty,Suka Maju,Pasir Sialang
123,123/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75189/empty,Alhidayah,Muara Uwai
124,124/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75190/empty,Bonca Kosiok,Muara Uwai
125,125/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75191/empty,Melintang Jaya,Muara Uwai
126,126/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75192/empty,Subur Jaya,Muara Uwai
127,127/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75193/empty,Panca Karya,Muara Uwai
128,128/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75194/empty,Balik Tanjung,Tanjung
129,129/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75195/empty,Sungai Alai,Aursati
130,130/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75196/empty,Bonca Umbai,Gobah
131,131/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75197/empty,Bina Bersama,Gobah
132,132/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75198/empty,Bonca Polung,Palung Raya
133,133/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75199/empty,Sei Bone,Tambang
134,134/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75200/empty,Bonca Umbai,Tambang
135,135/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75201/empty,Tunas Harapan Baru,Terantang
136,136/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75202/empty,Beringin Jaya,Padang Luas
137,137/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75203/empty,Cabuok,Kemang Indah
138,138/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75204/empty,Lomba Sejati,Kemang Indah
139,139/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75205/empty,Gemuruh Lestari,Petapahan
140,140/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75206/empty,Murni Jaya,Petapahan
141,141/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75207/empty,Sialang Indah,Pongkai Istiqomah
142,142/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75208/empty,Pulau Harapan,Pongkai Istiqomah
143,143/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75209/empty,Ronah Kumpai,Balung
144,144/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75210/empty,Sabar Subur,Danau Sontul
145,145/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75211/empty,Juang Makmur 02,Danau Lancang
146,146/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75212/empty,Juang Makmur 03,Danau Lancang
147,147/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75213/empty,Super Tani II,Danau Lancang
148,148/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75214/empty,Super Tani,Danau Lancang
149,149/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75215/empty,Karya Nyata,Danau Lancang
150,150/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75216/empty,Rawa Bira I,Kuntu
151,151/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75217/empty,Tueroba Berkah,Kuntu
152,152/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75218/empty,Pogang 1,Tambang
153,153/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75219/empty,Pogang 2,Tambang
154,154/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75227/empty,Bonca Umbai II,Tambang
155,155/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75228/empty,Danau Baru,Tambang
156,156/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75229/empty,Cibodak Ampo,Tambang
157,157/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75230/empty,Sei Guntung,Balam Jaya
158,158/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75231/empty,Kewong,Balam Jaya
159,159/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75232/empty,Sinar Rezeki,Parit Baru
160,160/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75233/empty,Sukses Tani,Buluh Nipis
