no,no_bam,situs,poktan,desa
211,211/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105055/empty,Tarigan Sirulo,Lau Baleng
212,212/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105056/empty,Dalinta Ras,Lau Baleng
213,213/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105057/empty,Maju Bersama,Lau Baleng
214,214/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105058/empty,Putra Petani,Lau Baleng
215,215/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105059/empty,Urok Ipoh I,Lau Baleng
216,216/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105060/empty,La Megogo,Lau Baleng
217,217/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105061/empty,Kutarih Simalem,Lau Baleng
218,218/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105062/empty,Deleng Mbelteng,Lau Baleng
219,219/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105063/empty,Lau Melas,Lau Baleng
220,220/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105064/empty,Bunga,Lau Baleng
221,221/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105065/empty,Maduma Tani,Lau Baleng
222,222/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105066/empty,Ukur Meriah,Lau Baleng
223,223/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105068/empty,Juma Tenggiring,Lau Baleng
224,224/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105069/empty,Holong Mangalop Holong,Lau Baleng
225,225/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105070/empty,Sabah Jarulo,Lau Baleng
226,226/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105071/empty,Lau Pemuluten,Lau Baleng
227,227/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105072/empty,Parbato,Lau Baleng
228,228/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105073/empty,Tunas Baru,Lau Baleng
