no,no_bam,situs,poktan,desa
233,233/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92091/empty,Sumber Hasil,Pesucen
234,234/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92092/empty,Sederhana,Pesucen
235,235/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92093/empty,Marga Sari I,Asemdoyong
236,236/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92094/empty,Berkah,Banjaran
237,237/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92095/empty,Tani Mulya,Beji
238,238/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92096/empty,Margo Mulyo,Kabunan
239,239/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92097/empty,Karya Tani III,Kejambon
240,240/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92098/empty,Tani Lestari,Taman
241,241/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92099/empty,Tani Jaya,Pener
242,242/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92100/empty,Karang Mulya,Penggarit
243,243/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92101/empty,Mapan,Blimbing
244,244/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92102/empty,Tani Jaya,Blimbing
245,245/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92103/empty,Tani Makmur II,Cibiyuk
246,246/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92104/empty,Tani Makmur III,Cibiyuk
247,247/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92105/empty,Sawunggaling III,Wonogiri
248,248/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92106/empty,Kendalrejo,Tegalsari Timur
249,249/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92107/empty,Adem Ayem I,Karangtengah
