no,no_bam,situs,poktan,desa
83,83/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80378/empty,Bendan Dirannuan,Basokan
84,84/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80379/empty,Tandung Maelo,Tandung Nanggala
85,85/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80380/empty,Kalaparan,Tandung Nanggala
86,86/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80381/empty,Buntu Paken,Rante
87,87/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80382/empty,Paloloan,Nanna' Nanggala
88,88/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80383/empty,Mangli,Nanna' Nanggala
89,89/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80384/empty,Saluna,Nanna' Nanggala
90,90/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80385/empty,Tiropadang,Buntu Tallunglipu
91,91/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80386/empty,Aya' Kalembang,Tampo Tallunglipu
92,92/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80387/empty,To' Korro',Tallunglipu
93,93/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80388/empty,Ranteallo,Tallunglipu
94,94/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80389/empty,Palilli' Tua,Tallunglipu
95,95/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80390/empty,Bo'ne Sikamali',Tallunglipu
96,96/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80391/empty,Bamba,Tantanan Tallunglipu
97,97/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80392/empty,Bakan,Tantanan Tallunglipu
98,98/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80393/empty,To' Kaluku,Buntu Barana
99,99/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80394/empty,Padang Makmur,Benteng Ka'do To'rea
100,100/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80395/empty,Sitoe Tannun,Benteng Ka'do To'rea
101,101/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80396/empty,Sereale,Sereale
102,102/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80397/empty,Siangkaran,Sereale
103,103/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80398/empty,Tiropadang,Buntu Barana
104,104/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80399/empty,Polle Barana,Buntu Barana
105,105/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80400/empty,Bamba,Buntu Barana
106,106/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80401/empty,Batu Alang,Tikala
107,107/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80402/empty,Kayurame,Embatau
108,108/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80403/empty,Lambe',Embatau
109,109/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80404/empty,Kampung Baru,Embatau
110,110/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80405/empty,To' Karau',Palawa'
111,111/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80406/empty,Garuga,Pangli
112,112/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80407/empty,Mawar Saron,Pangli
113,113/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80408/empty,Tondok Tangnga,Bori
114,114/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80409/empty,P3A Pangli Selatan,Pangli Selatan
115,115/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80410/empty,Patongko,Sa'dan Pebulian
116,116/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80411/empty,Penduan Ra'ba II,Mai'ting
117,117/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80412/empty,Penduan Raba,Mai'ting
118,118/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80413/empty,Sikamali',Buntu Batu
119,119/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80414/empty,Urang-Urang,Buntu Batu
120,120/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80415/empty,Pokka Lotong,Buntu Batu
121,121/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80416/empty,To Otin,Buntu Batu
122,122/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80417/empty,To' Nakka,Lo'ko' Uru
123,123/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80418/empty,To Induk,Lo'ko' Uru
124,124/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80419/empty,Tanga Tondok,Pangala'
125,125/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80420/empty,Landuttu,Rindingallo
126,126/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80421/empty,Melati Ka'bi',Lempo Poton
127,127/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80422/empty,To Nankka,Lempo Poton
128,128/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80423/empty,Poka Mandiri,Ampang Batu
129,129/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80424/empty,Lo'ko Lemo,Buntu Batu
130,130/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80425/empty,Amal,Lempo
131,131/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80426/empty,Barurung Batupapan,Lempo
132,132/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80427/empty,Togar,Sesean Matallo
133,133/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80428/empty,Karongian,Suloara'
134,134/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80429/empty,Batutumonga I,Suloara'
135,135/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80430/empty,Pong Bitu,Tonga Riu
136,136/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80431/empty,Anugrah Tongariu,Tonga Riu
137,137/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80432/empty,Panglayan,Palangi'
138,138/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80433/empty,Malakiri,Palangi'
139,139/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80434/empty,Kalumpang,Balusu
140,140/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80435/empty,Palipping,Balusu
141,141/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80436/empty,To' Tombang,Balusu
142,142/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80437/empty,To' Rio,Balusu Ao Gading
143,143/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80438/empty,To Bela,Awa' Kawasik
144,144/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80439/empty,Samara,Awa' Kawasik
145,145/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80440/empty,Lempo,Awa' Kawasik
146,146/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80441/empty,P3A Sirenden,Issong Kalua'
147,147/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80442/empty,Buka Kalambe,Misa'ba'bana
148,148/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80443/empty,Pa'pisungan,Buntu Minanga
149,149/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80444/empty,Tamana,Batu Busa
150,150/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80445/empty,Subur Sejahtra,Parandangan
151,151/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80446/empty,Siporannu,Pangkung Batu
152,152/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80447/empty,Sirannuan Matande,Paonganan
153,153/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80448/empty,Sapan,Sapan
154,154/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80449/empty,Tanete,Kapolang
155,155/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80450/empty,Kani,Kapolang
156,156/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80451/empty,Barra'-Barra',Piongan
157,157/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80452/empty,Sipatongan,Piongan
