no,no_bam,situs,poktan,desa,bast
412,412/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89377/empty,Sabar Subur,Hapesong Baru,4425000
413,413/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89378/empty,Sepakat,Hapesong Baru,5015000
414,414/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89379/empty,Satahi,Hapesong Baru,7375000
415,415/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89380/empty,Pardomuan,Wek I,4425000
416,416/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89381/empty,Marsada Roha,Wek II,4720000
417,417/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89382/empty,Satahi 3,Wek III,4425000
418,418/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89383/empty,Tani Jaya,Wek IV,4425000
419,419/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89384/empty,Harapan Jaya,Wek IV,4425000
420,420/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89385/empty,Saroha,Wek IV,5015000
421,421/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89386/empty,Maju Bersama,Telo,4720000
422,422/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89387/empty,Martondi,Telo,4425000
423,423/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89388/empty,Mekarsari,Napa,4425000
424,424/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89389/empty,Dosniroha,Napa,4425000
425,425/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89390/empty,Aek Pahu,Napa,4425000
426,426/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89391/empty,Torop Jadi,Sumuran,6785000
427,427/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89392/empty,Kwt Nusa Indah,Sumuran,7375000
428,428/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89393/empty,Lestari,Sumuran,7375000
429,429/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89394/empty,Maju Bersama,Sumuran,7375000
430,430/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89395/empty,Mulia Bakti,Sumuran,7375000
431,431/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89396/empty,Serumpun,Sumuran,5900000
432,432/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89397/empty,Marsada I,Batu Hula,4425000
433,433/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89398/empty,Marsada II,Batu Hula,4425000
434,434/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89399/empty,Marsada III,Batu Hula,4425000
435,435/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89400/empty,Marsada Iv,Batu Hula,4425000
436,436/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89401/empty,Sipajat,Aek Ngadol Sitinjak,4425000
437,437/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89402/empty,Sukses Bersama,Aek Ngadol Sitinjak,4425000
438,438/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89403/empty,Lobu Harambir,Aek Ngadol Sitinjak,4425000
439,439/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89404/empty,Nauli,Aek Ngadol Sitinjak,4425000
440,440/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89405/empty,Nusa Indah,Huta Godang,4425000
441,441/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89406/empty,Persada,Huta Godang,5900000
442,442/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89407/empty,Maradu Miduk,Huta Godang,5900000
443,443/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89408/empty,Mawar,Huta Godang,5900000
444,444/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89409/empty,Rimmatogu,Garoga,5900000
445,445/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89410/empty,Sepakat,Garoga,5900000
446,446/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89412/empty,Dosniroha,Batu Horing,4425000
447,447/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89413/empty,Harapan Jaya,Hutaraja,8850000
448,448/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89414/empty,Mekar Abadi,Hutaraja,7375000
449,449/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89415/empty,Karya Serasi,Hutaraja,7375000
450,450/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89416/empty,Aek Sibirong,Muara Opu,6490000
451,451/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89418/empty,Sejati,Muara Opu,4425000
452,452/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89419/empty,Mekar Jaya,Muara Huta Raja,8850000
453,453/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89420/empty,Aek Mangambur,Muara Ampolu,8850000
454,454/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89421/empty,Ingin Sejahtera,Muara Ampolu,7375000
455,455/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89422/empty,Rap Hita Jaya,Muara Manompas,7375000
456,456/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89424/empty,Angsa Putih,Muara Manompas,7375000
457,457/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89425/empty,Mekar Abadi II,Hutaraja,8850000
458,458/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89426/empty,Harapan Jaya,Pardamean,8850000
459,459/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89427/empty,Merpati,Tarapung Raya,8850000
460,460/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89428/empty,Damai,Simatohir,5900000
461,461/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89429/empty,Horas,Batu Godang,7375000
462,462/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89430/empty,Tunas Mekar,Batu Godang,4425000
463,463/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89431/empty,Amanah,Batu Godang,4425000
464,464/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89432/empty,Bersatu,Bandar Tarutung,4425000
465,465/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89434/empty,Makmur,Aek Pardomuan,5900000
466,466/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89435/empty,Sarasi,Aek Pardomuan,4425000
467,467/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89436/empty,Rap Olo,Aek Pardomuan,4425000
468,468/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89437/empty,Suka Maju,Aek Pardomuan,4425000
469,469/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89438/empty,Sejati,Tindoan Laut,4425000
470,470/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89440/empty,Mujur,Tindoan Laut,4425000
471,471/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89441/empty,Saroha,Tindoan Laut,4425000
472,472/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89442/empty,Setia,Simataniari,4425000
473,473/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89443/empty,Satahi,Simataniari,4425000
474,474/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89444/empty,Jujur,Simataniari,4425000
475,475/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89446/empty,Mandiri,Simataniari,4425000
476,476/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89447/empty,Sahata Saoloan,Simataniari,4425000
477,477/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89448/empty,Melati,Sangkunur,4425000
478,478/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89449/empty,Sahata,Sangkunur,4425000
479,479/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89450/empty,Mandiri,Sangkunur,4425000
480,480/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89451/empty,Maju,Sangkunur,4425000
481,481/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89453/empty,Hasaradodo,Sangkunur,4425000
482,482/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89454/empty,Bersatu,Rianiate,4425000
483,483/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89455/empty,Gunung Omas,Rianiate,4425000
484,484/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89456/empty,Lestari,Rianiate,4425000
485,485/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89458/empty,Nauli,Rianiate,4425000
486,486/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89459/empty,Danau Siais,Rianiate,4425000
487,487/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89460/empty,Maju Jaya,Malombu,5900000
488,488/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89461/empty,Nauli,Huraba,4425000
489,489/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89463/empty,Kwt Saroha,Huraba,4425000
490,490/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89464/empty,Suka Maju,Huraba,4425000
491,491/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89465/empty,Sahata,Pasar Sempurna,4425000
492,492/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89467/empty,Sarasi II,Pasar Sempurna,4425000
493,493/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89468/empty,Kwt Tunas Harapan,Pasar Sempurna,4425000
494,494/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89469/empty,Dosniroha,Gunung Binanga,4425000
495,495/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89470/empty,Dosniroha 1,Gunung Binanga,4425000
496,496/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89471/empty,Seroja I,Gunung Binanga,4425000
497,497/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89472/empty,Seroja II,Gunung Binanga,4425000
498,498/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89473/empty,Makmur I,Marancar Godang,4425000
499,499/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89474/empty,Makmur II,Marancar Godang,4425000
500,500/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89475/empty,Maju Jaya,Marancar Godang,4425000
501,501/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89476/empty,Mandiri Sejahtera,Marancar Godang,4425000
502,502/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89477/empty,Kwt Marancar Bersatu,Marancar Godang,2950000
503,503/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89478/empty,Satahi Saroha,Marancar Godang,2950000
504,504/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89479/empty,Sabar Subur,Simaninggir,2950000
505,505/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89480/empty,Serasi,Simaninggir,2950000
506,506/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89481/empty,Lestari,Simaninggir,2950000
507,507/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89482/empty,Sukajadi,Simaninggir,2950000
508,508/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89483/empty,Prima Tani,Simaninggir,2950000
509,509/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89484/empty,Sukses,Simaninggir,2950000
510,510/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89485/empty,Harapan Maju,Marancar Julu,2950000
511,511/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89486/empty,Kwt Pertiwi,Marancar Julu,2950000
512,512/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89487/empty,Taruna,Marancar Julu,2950000
513,513/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89488/empty,Maju Bersama,Marancar Julu,2950000
514,514/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89489/empty,Kwt Periwi II,Marancar Julu,2950000
515,515/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89490/empty,Porluma,Marancar Julu,2950000
516,516/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89491/empty,Porluma II,Marancar Julu,2950000
517,517/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89492/empty,Saroha,Haunatas,2950000
518,518/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89493/empty,Saroha I,Haunatas,2950000
519,519/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89494/empty,Harap Maju,Sugi,2950000
520,520/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89495/empty,Ingin Maju,Sugi,2950000
521,521/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89496/empty,Aek Sugi,Sugi,2950000
522,522/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89497/empty,Sejahtera,Sugi,2950000
523,523/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89498/empty,Kwt Marsada,Sugi,2950000
524,524/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89499/empty,Kwt Silottik,Sugi,2950000
525,525/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89500/empty,Sarasi,Tanjung Dolok,2950000
526,526/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89501/empty,Marsadaniroha,Tanjung Dolok,2950000
527,527/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89502/empty,Hamparan,Tanjung Dolok,2950000
528,528/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89503/empty,Raptama,Aek Nabara,2950000
529,529/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89504/empty,Maju Bersama,Aek Nabara,2950000
530,530/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89505/empty,Bona Bulu,Gapuk Tua,2950000
531,531/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89506/empty,Lubuk Raya Subur,Gapuk Tua,2950000
532,532/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89507/empty,Serasi,Gapuk Tua,2950000
533,533/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89509/empty,Kwt Dahlia,Gapuk Tua,2950000
534,534/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89510/empty,Sibio Bio Julu,Huraba,4425000
535,535/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89511/empty,Ra Maju,Huraba,4425000
536,536/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89512/empty,Mekar Jaya,Huraba,4425000
537,537/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89513/empty,Melati,Huraba,4425000
538,538/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89515/empty,Mawar,Huraba,7375000
539,539/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89516/empty,Sarasi,Huraba,7375000
540,540/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89517/empty,Siala Sampagul,Huta Ginjang,4425000
541,541/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89518/empty,Bunga Kembar,Huta Ginjang,4425000
542,542/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89520/empty,Adian Napurpur,Huta Ginjang,4425000
543,543/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89521/empty,Melati,Huta Ginjang,4425000
544,544/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89522/empty,Selaras,Huta Ginjang,4425000
545,545/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89523/empty,Dalihan Natolu,Huta Ginjang,4425000
546,546/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89544/empty,Tobat Godang,Sijungkang,4425000
547,547/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89545/empty,Dosniroha,Sijungkang,4425000
548,548/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89547/empty,Padang Suluk,Sijungkang,4425000
549,549/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89548/empty,Saba Rimba,Sijungkang,4425000
550,550/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89549/empty,Sapadan,Sijungkang,4425000
551,551/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89550/empty,Saba Napa,Sijungkang,4425000
552,552/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89551/empty,Kantin,Pargarutan Dolok,4425000
553,553/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89553/empty,Sitorbis,Pargarutan Dolok,3835000
554,554/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89554/empty,Sauduran,Pargarutan Dolok,4425000
555,555/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89555/empty,Satahi,Pargarutan Dolok,3540000
556,556/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89556/empty,Aek Sitorbis,Pargarutan Dolok,4720000
557,557/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89557/empty,Simatoktong,Pargarutan Dolok,5310000
558,558/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89558/empty,Melati,Pargarutan Dolok,7375000
559,559/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89560/empty,Suka Maju,Pargarutan Julu,3540000
560,560/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89561/empty,Rimni Tahi,Pargarutan Julu,5310000
561,561/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89562/empty,Saba Dano Godang,Pargarutan Julu,3540000
562,562/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89563/empty,Saba Lobu,Pargarutan Julu,3835000
563,563/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90098/empty,Saba Duru-duru,Pargarutan Julu,4425000
564,564/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90099/empty,Saba Ipar,Pargarutan Julu,3835000
565,565/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90100/empty,Lombang Masin I,Pasar Pargarutan,3835000
566,566/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90101/empty,Lombang Masin II,Pasar Pargarutan,3835000
567,567/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90102/empty,Rimni Tahi,Pasar Pargarutan,4425000
568,568/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90103/empty,Matahari I,Pasar Pargarutan,3835000
569,569/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90104/empty,Matahari II,Pasar Pargarutan,4425000
570,570/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90105/empty,Domunitahi,Pasar Pargarutan,4425000
571,571/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90106/empty,Makmur,Pasar Pargarutan,4425000
572,572/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90107/empty,Harapan Maju I,Pargarutan Jae,3835000
573,573/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90108/empty,Harapan Maju II,Pargarutan Jae,3835000
574,574/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90109/empty,Bersama,Pargarutan Jae,4425000
575,575/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90110/empty,Pardomuan,Pargarutan Jae,3835000
576,576/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90111/empty,Saba Julu,Pargarutan Jae,3835000
577,577/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90112/empty,Aek Pahu,Pargarutan Jae,7375000
578,578/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90113/empty,Marsada,Pargarutan Tonga,4425000
579,579/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90114/empty,Bintang Harapan,Pargarutan Tonga,4425000
580,580/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90115/empty,Tunas Harapan,Pargarutan Tonga,4425000
581,581/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90116/empty,Setia Kawan,Pargarutan Tonga,4425000
582,582/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90117/empty,Jaya,Pall XI,3835000
583,583/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90118/empty,Melati,Pall XI,4425000
584,584/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90119/empty,Saroha,Pall XI,7375000
585,585/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90120/empty,Marisi Bersatu,Marisi,4425000
586,586/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90121/empty,Tunas Harapan,Marisi,4425000
587,587/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90122/empty,Mekar,Marisi,4425000
588,588/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90123/empty,Gotong Royong,Marisi,4425000
589,589/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90124/empty,Marisi Maju Berkarya,Marisi,4425000
590,590/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90125/empty,Saroha,Sanggapati,4425000
591,591/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90126/empty,Maju Jaya,Sanggapati,4425000
592,592/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90127/empty,Pardomuan,Sanggapati,4425000
593,593/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90128/empty,Sejahtera,Sanggapati,4425000
594,594/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90129/empty,Serasi,Sanggapati,4425000
595,595/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90130/empty,Pandurungan,Sanggapati,4425000
596,596/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90131/empty,Bonggal Jaya,Sanggapati,4425000
597,597/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90132/empty,Oriza,Sanggapati,7375000
598,598/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90133/empty,Sarasi Tabusira,Batang Tura Sirumambe,4425000
599,599/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90134/empty,Sahata,Batang Tura Sirumambe,4425000
600,600/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90135/empty,Padomu Tahi,Batang Tura Sirumambe,4425000
601,601/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90136/empty,Sapokat,Batang Tura Sirumambe,4425000
602,602/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90137/empty,Namora Tani,Batang Tura Sirumambe,4425000
603,603/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90138/empty,Saoloan,Batang Tura Sirumambe,4425000
604,604/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90139/empty,Saroha,Batang Tura Sirumambe,4425000
605,605/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90140/empty,Batu Tunggal,Batang Tura Sirumambe,4425000
606,606/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90141/empty,Simataniari,Batang Tura Sirumambe,4425000
607,607/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90142/empty,Marsada,Batang Tura Sirumambe,4425000
608,608/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90143/empty,Siringo-Ringo,Batang Tura Sirumambe,4425000
609,609/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90144/empty,Galanggang Jaya,Batang Tura Sirumambe,4425000
610,610/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90145/empty,Serasi,Batang Tura Sirumambe,7375000
611,611/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90146/empty,Sarasi Sejati,Batang Tura Sirumambe,7375000
612,612/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90147/empty,Suka Makmur,Panompuan Jae,5310000
613,613/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90148/empty,Padang Tonga,Panompuan Jae,5310000
614,614/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90149/empty,Harapan Maju,Panompuan Jae,4425000
615,615/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90150/empty,Melati,Panompuan Jae,7375000
616,616/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90151/empty,Nurul Falah,Panompuan,5310000
617,617/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90152/empty,Mardomu Roha,Panompuan,5310000
618,618/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90153/empty,Aek Bobak,Panompuan,5310000
619,619/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90154/empty,Sulang Aling,Panompuan,5310000
620,620/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90155/empty,Sejahtera Maju Bersama,Panompuan,4425000
621,621/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/90156/empty,Sasaripean,Panompuan,4425000
